Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type
1,298.5624338729547,309.09750936425735,1399,57.46492450869738,197,Overstrain Failure
1,298.98408946396654,310.36499682072633,1370,53.78568051756986,227,Overstrain Failure
1,297.8813211399357,308.97674687021816,1291,61.795425730282425,199,Overstrain Failure
1,302.4143589797702,312.1155482849597,1365,58.83865794195164,204,Overstrain Failure
1,298.5772741044143,308.7672771341258,1283,61.12545785059433,216,Overstrain Failure
1,299.23253869264516,309.56794461135485,1339,60.05789302116129,204,Overstrain Failure
1,301.2682640416351,310.5476772557363,1386,51.5868459957451,227,Overstrain Failure
1,298.39483313712765,308.62871716097595,1308,61.025413017886216,190,Overstrain Failure
1,298.80774587864715,309.4014716527006,1399,55.61254845189301,217,Overstrain Failure
1,299.5792476348231,310.2812975247875,1366,56.3520921342199,202,Overstrain Failure
1,299.1552125954699,309.8896524936353,1373,55.544787404530126,201,Overstrain Failure
1,299.77271929647907,310.66362572863875,1401,52.26062378560209,220,Overstrain Failure
1,300.1883826221259,310.2720956555315,1362,59.92794207375297,205,Overstrain Failure
1,300.1250022464071,309.5962510108832,1308,64.74312685328584,193,Overstrain Failure
1,298.4140229436427,309.3380076478809,1337,56.0873307840397,205,Overstrain Failure
1,299.1905766720831,309.2565399675014,1391,54.584809951252076,217,Overstrain Failure
1,297.95657208675283,308.19457151084407,1347,58.93571222889744,202,Overstrain Failure
1,300.75973211343813,310.603046013089,1377,52.4463599127399,219,Overstrain Failure
1,299.65555676435406,309.4079370691644,1377,54.95396717468388,205,Overstrain Failure
1,298.75192605980106,309.7895865647845,1336,56.28830252491711,203,Overstrain Failure
1,300.560747009245,310.08971112018526,1411,51.10514443990737,228,Overstrain Failure
1,299.3069574505668,310.07673307759904,1372,55.74650870463134,201,Overstrain Failure
1,300.913679220194,311.2007075764404,1241,63.65188657501469,180,Overstrain Failure
1,298.26860186789605,309.1848735156189,1338,56.3825831889355,205,Overstrain Failure
0,301.8272298493944,311.08887501440114,1413,52.82722984939441,239,Overstrain Failure
1,298.57238054647877,308.711054059356,1346,58.861326487122724,202,Overstrain Failure
1,300.65861644578365,309.81516986747016,1310,65.27172328915672,194,Overstrain Failure
0,302.1744619207728,311.8656862239934,1410,54.1127690396136,242,Overstrain Failure
1,298.8782855252413,309.97828552524135,1353,51.73108737787625,221,Overstrain Failure
1,300.4042255270479,311.26760594868625,1337,58.85352085852655,189,Overstrain Failure
1,300.5195220076218,309.55378609908337,1415,51.373106950458315,230,Overstrain Failure
1,299.5506003080784,310.2170122985906,1372,55.78342428910279,202,Overstrain Failure
1,298.14576116247395,308.69152232494787,1354,53.85423883752606,207,Overstrain Failure
1,299.70735626388097,310.8645332661019,1372,59.29662063749286,212,Overstrain Failure
1,298.77512252517386,308.78134189388044,1346,60.02727733152532,194,Overstrain Failure
1,299.12603015841427,310.1604480816815,1336,56.891612235146994,200,Overstrain Failure
1,302.99408648949793,312.3552691915984,1367,57.91208000742826,206,Overstrain Failure
1,297.2520260311244,308.19686272095527,1295,61.67712426348256,195,Overstrain Failure
1,299.67599327130586,309.95678788835056,1342,59.97014365066435,190,Overstrain Failure
1,298.173684144278,309.21379795482005,1291,61.74011381054199,200,Overstrain Failure
1,298.0240662952716,308.8184736950507,1287,62.15966082112239,194,Overstrain Failure
1,303.71170192622884,312.70780128415254,1359,57.02233659834806,194,Overstrain Failure
1,301.68110325260693,310.6988765398109,1269,61.42768235308407,187,Overstrain Failure
1,301.78007127315976,310.52180522306185,1339,56.07068879205161,203,Overstrain Failure
1,299.2233628849627,309.1332065795554,1340,58.88918464770403,205,Overstrain Failure
1,299.08097760425477,309.13182566672305,1389,58.39773850008458,196,Overstrain Failure
1,303.9974873028884,312.8983248685922,1362,62.452258754879,199,Overstrain Failure
1,303.5545756937926,312.80366055503407,1365,59.29462004468838,205,Overstrain Failure
1,301.3787782630031,311.13220037431665,1362,60.17671105565679,205,Overstrain Failure
1,298.68573393425004,308.87886971792005,1388,58.018304576880055,197,Overstrain Failure
1,302.5679287157733,311.58997772367917,1227,68.12383069996146,186,Overstrain Failure
1,296.87487618344545,308.14463772474636,1288,62.04751757795576,198,Overstrain Failure
1,301.0893070542069,311.7373357223448,1257,62.01989249448284,194,Overstrain Failure
1,300.55638520801784,309.7538311248107,1308,65.25127704160356,196,Overstrain Failure
1,297.51653401151344,307.85682284388736,1364,56.55826700575672,215,Overstrain Failure
1,301.4434485021026,310.8682096839458,1272,64.94680385710357,183,Overstrain Failure
1,299.5842237574732,309.274573409559,1276,60.261398608343264,215,Overstrain Failure
1,298.9024314731183,309.6203922482894,1398,55.55266658895402,215,Overstrain Failure
1,298.0617166605232,308.44686664209263,1351,55.77588363436533,205,Overstrain Failure
1,301.22161882301015,310.5738729410034,1379,55.26849412240694,208,Overstrain Failure
1,300.14521409814523,309.8731570053065,1385,58.15478590185476,198,Overstrain Failure
1,297.7888252749407,308.6390373189312,1372,57.56994274744658,213,Overstrain Failure
1,299.0448901338595,309.27940937861086,1407,51.64822113287295,219,Overstrain Failure
1,301.13254632842387,310.94225002478413,1362,60.20485184818013,205,Overstrain Failure
1,301.3446764050835,310.17020577941685,1269,57.342499204584705,194,Overstrain Failure
1,300.7407508592345,309.8644505155407,1311,65.2881501718469,193,Overstrain Failure
1,299.57677824008726,310.2320844412624,1372,55.78739064243747,202,Overstrain Failure
1,300.0995898394505,310.2373718248283,1360,59.423205547595956,206,Overstrain Failure
1,296.4927330991478,307.2290448018634,1371,55.12737659456882,218,Overstrain Failure
1,298.5230138195168,309.39546015889556,1356,53.198865039723884,213,Overstrain Failure
1,296.05080690657417,306.48352229365264,1371,55.64037076775291,214,Overstrain Failure
1,303.8535994533769,312.97320027331153,1364,60.596792893899384,203,Overstrain Failure
1,300.996157889195,310.56296223931014,1285,62.54732494206892,184,Overstrain Failure
1,298.69953602468735,308.85981440987496,1295,63.96285389217689,207,Overstrain Failure
1,303.9442109321796,312.9278945339102,1363,61.774742118334466,201,Overstrain Failure
1,297.1429141066546,307.28290081510187,1374,54.62282106578544,215,Overstrain Failure
1,299.05612236888504,310.3719388155575,1365,52.425001962316614,230,Overstrain Failure
1,298.0,308.2028121506278,1364,53.0096738744839,217,Overstrain Failure
1,301.024678654227,311.175321345773,1280,61.323907424371754,188,Overstrain Failure
1,299.17044129378996,308.9598699771865,1310,62.604960601267976,190,Overstrain Failure
1,301.780855151688,311.2,1270,65.6214124441909,185,Overstrain Failure
1,299.3539928511061,310.00619785533183,1374,55.98319428088491,201,Overstrain Failure
1,299.77560328607933,310.3465594677426,1372,55.81751564940596,202,Overstrain Failure
0,301.43020966308126,312.0738594435908,1403,51.45178799385359,230,Overstrain Failure
1,298.4464874293041,308.7516845718795,1394,58.11116485762194,197,Overstrain Failure
1,301.89802179773886,310.91920871909554,1352,59.290108988694115,202,Overstrain Failure
1,297.2149011052578,308.0256461605207,1383,56.324784613159764,201,Overstrain Failure
1,299.7492616002352,309.2797046400941,1298,65.04757032024301,211,Overstrain Failure
1,301.4749528086874,310.2829546257127,1340,56.20643920667032,204,Overstrain Failure
1,301.8382219947397,311.0921479964931,1274,64.5719989763286,182,Overstrain Failure
1,297.3688397927708,308.08851679555124,1398,57.40654909527322,200,Overstrain Failure
1,301.9996101802833,311.1997401201889,1270,65.29824581127494,182,Overstrain Failure
1,298.5497212707972,308.98229565459593,1366,54.42230505759216,216,Overstrain Failure
1,297.4121365929467,308.12651707411834,1342,60.637073147041605,205,Overstrain Failure
1,300.0777066158595,310.13714021236535,1392,53.680584916936795,221,Overstrain Failure
1,299.2589362808372,310.0932886865783,1366,56.31727568269969,202,Overstrain Failure
1,298.91479156601963,309.6316286963815,1398,55.54311560807574,215,Overstrain Failure
0,300.5370601597049,310.237635263718,1411,53.04568671990162,231,Overstrain Failure
1,300.69266542379006,310.6721764520428,1397,58.16391177397862,191,Overstrain Failure
1,300.49638122035014,311.43348619663027,1337,58.71221546212977,189,Overstrain Failure
1,296.89024726318394,308.1406112684328,1289,62.07445399212676,198,Overstrain Failure
1,300.7964353234036,310.7392114425604,1338,59.07504726382519,202,Overstrain Failure
1,299.16725420842414,310.31637289578794,1355,49.702271893607936,236,Overstrain Failure
1,297.69826937440934,308.45930774976375,1291,62.928211686889625,202,Overstrain Failure
1,299.1502324962602,309.8899845002493,1373,55.54976750373985,201,Overstrain Failure
1,302.16525184176294,311.46414120055096,1229,67.16747312418693,184,Overstrain Failure
1,301.8159557894152,311.18159557894154,1263,65.13436021047369,181,Overstrain Failure
1,301.3946950285356,311.4269893642992,1270,62.992274796291916,188,Overstrain Failure
1,300.44641213141296,309.7408854591358,1309,65.0082900084157,192,Overstrain Failure
1,301.79466468513266,311.06310979008845,1275,64.37599108309696,182,Overstrain Failure
1,299.29627666684826,308.6223399989105,1384,53.633509998365696,217,Overstrain Failure
1,299.4668609429331,309.73717734767393,1339,59.91469609042975,204,Overstrain Failure
1,299.6143403534683,309.8733311231403,1371,56.49191952679693,205,Overstrain Failure
1,301.4663078377924,311.43307702699457,1239,63.45073047306557,182,Overstrain Failure
1,300.35023647022126,311.7488541499497,1272,59.238704967605656,198,Overstrain Failure
0,299.1061794583159,308.87034926016855,1411,52.568726486105305,223,Overstrain Failure
1,298.0718522697549,308.51555680926475,1356,54.71628417710767,209,Overstrain Failure
1,298.3121099131539,308.46306182614904,1309,61.287281652456876,190,Overstrain Failure
1,301.9263867754092,310.8622881131153,1383,50.29433744426224,230,Overstrain Failure
1,300.4870168112856,309.71943277574167,1311,64.7823739571262,191,Overstrain Failure
1,300.81923141638555,311.38076858361444,1277,60.62538681571097,191,Overstrain Failure
1,299.31478489513427,309.28602147392877,1390,58.678897816049336,195,Overstrain Failure
1,298.0,308.2496743428006,1363,54.83729936922334,217,Overstrain Failure
0,301.029814486842,311.97852725877186,1400,50.76539626315769,225,Overstrain Failure
1,298.55411338014017,309.4190494363084,1368,53.39870204212617,223,Overstrain Failure
1,302.13373367322856,311.45429177288395,1229,67.09261747391774,184,Overstrain Failure
1,299.3290036203416,310.1485654415276,1289,61.7391236423719,212,Overstrain Failure
1,297.44366571184236,308.62189111771005,1290,61.87822540586766,199,Overstrain Failure
1,303.80836481769273,312.77224321179517,1360,58.858931536162125,196,Overstrain Failure
1,298.20777698084675,309.04404676519295,1370,56.55492086261521,203,Overstrain Failure
1,299.0010247485419,309.89395508772344,1367,56.32827864327374,203,Overstrain Failure
1,299.9938437371319,309.58923215021036,1423,50.52384149304002,230,Overstrain Failure
1,299.7556791460499,310.49523930616556,1291,61.57912032023128,208,Overstrain Failure
1,300.79018368191606,309.89433673956694,1311,65.28376532009194,191,Overstrain Failure
1,300.3134141129163,310.3694402751469,1352,56.62173493835708,209,Overstrain Failure
1,300.93912621575134,311.6976624328257,1396,50.21839432428857,223,Overstrain Failure
1,300.8334183303201,309.84945197285344,1383,51.72582204071984,225,Overstrain Failure
1,302.27422515619156,311.49819536130985,1228,67.4262847459549,184,Overstrain Failure
1,298.6610919125475,309.1923800356257,1287,62.242751119027936,192,Overstrain Failure
1,300.36391452980286,309.66391452980287,1379,54.131957264901445,208,Overstrain Failure
1,299.92468042670987,309.6287540418801,1424,50.3904551086547,230,Overstrain Failure
1,298.60430441982146,309.52946972360724,1368,53.44387397783933,224,Overstrain Failure
1,298.63001868061883,309.5860410973614,1368,53.46701681255694,224,Overstrain Failure
1,299.91566388147936,309.6339063534404,1424,50.37306605713872,230,Overstrain Failure
1,299.77826660533117,310.43293613106243,1366,56.81952335727493,203,Overstrain Failure
1,299.24325445797206,310.4280678220737,1371,53.61288118617533,226,Overstrain Failure
1,296.86001758215866,308.16168473721865,1288,61.95331965832103,198,Overstrain Failure
1,300.3964822341885,311.57118908703757,1335,56.97353426424522,195,Overstrain Failure
1,298.89118728059674,309.6310648771342,1337,56.80942473671608,205,Overstrain Failure
1,298.9461919008619,309.85583582650827,1354,49.74602699712707,233,Overstrain Failure
1,298.7304495605965,309.6040531006391,1368,56.40558583982957,203,Overstrain Failure
1,300.2199758303689,310.9359564946641,1338,59.136037060101,189,Overstrain Failure
1,298.3421418998646,309.19153743062344,1373,56.20604469241184,202,Overstrain Failure
1,299.4225287697734,310.44875331958923,1372,53.47497786940509,226,Overstrain Failure
1,299.1563559899533,310.0677965771696,1434,48.90868655205268,229,Overstrain Failure
1,300.77737210002584,310.336739540019,1380,57.52262789997414,202,Overstrain Failure
1,298.909305472151,309.7956844344475,1367,56.354484150813995,203,Overstrain Failure
1,301.3593226251428,310.5152583759996,1278,60.24071225828237,187,Overstrain Failure
1,298.8703330871028,309.91786084436137,1336,56.33763878629283,203,Overstrain Failure
1,301.6115343804476,310.4834724581425,1383,50.77479131278627,229,Overstrain Failure
1,301.01379040414685,311.1043095012959,1235,64.43275220984877,177,Overstrain Failure
1,301.55406225507056,310.65805684158613,1380,51.83595127864045,216,Overstrain Failure
1,301.1759805212214,310.51339826259544,1255,59.94182679572534,187,Overstrain Failure
1,301.81784203790085,310.7544605094752,1381,50.98309235787191,224,Overstrain Failure
1,298.93514474392936,309.35316009283787,1339,60.23963376759874,205,Overstrain Failure
1,298.1895516034159,308.3977610578748,1309,61.00746314041722,189,Overstrain Failure
1,301.2072239435889,311.2505073944454,1337,57.25874612692495,195,Overstrain Failure
1,298.0281931838799,308.3127727355197,1349,57.41853398988422,203,Overstrain Failure
1,299.3932657450814,308.8573062980326,1411,53.58066039924695,225,Overstrain Failure
1,298.44978622232577,308.8481150317941,1374,56.03054801578056,204,Overstrain Failure
1,299.8456606860699,310.4194341359143,1367,56.276698103560314,204,Overstrain Failure
1,299.26262840089635,308.82422959462195,1386,53.93634439193289,217,Overstrain Failure
1,298.85239252673034,309.0350393874105,1375,55.67107810113363,204,Overstrain Failure
1,300.35246583039907,310.72062642102617,1296,62.10089977783364,204,Overstrain Failure
1,302.0792149531216,311.6473440951708,1237,66.06951571731551,189,Overstrain Failure
1,299.07439390708606,310.3628030464569,1363,51.977349276390726,231,Overstrain Failure
1,299.1340120813575,309.59592751185494,1395,55.093891267782396,217,Overstrain Failure
1,301.7881122026659,311.5778049885213,1362,56.592186108985416,197,Overstrain Failure
0,302.25756909883205,312.27084978543616,1407,52.87011845514067,239,Overstrain Failure
1,300.7340232138212,310.42020696414636,1378,57.08721857105696,203,Overstrain Failure
1,301.65834146639736,312.2638048790741,1369,60.03385365835017,209,Overstrain Failure
1,299.81255566733995,309.59234194913233,1400,55.26284950213939,204,Overstrain Failure
1,299.9971892384107,309.3778295508576,1343,57.212490605365836,203,Overstrain Failure
1,298.9689331833654,309.07318965130173,1392,58.452764004508126,196,Overstrain Failure
1,298.27896578614263,309.0536052601297,1398,56.034435528889766,211,Overstrain Failure
1,300.2139102004484,309.6390179746971,1340,57.70895805904018,205,Overstrain Failure
1,300.60435482332565,311.8947742120092,1372,60.0638549663971,212,Overstrain Failure
1,300.02728429047863,309.3955779148977,1343,57.18856889731185,203,Overstrain Failure
1,300.05825644023247,309.74354242475846,1400,55.10786901462259,204,Overstrain Failure
1,298.1697555362232,308.18682964251786,1408,53.99317802909838,218,Overstrain Failure
1,298.84951758315873,308.6078955847181,1279,60.533512006237494,215,Overstrain Failure
1,300.9772184604769,310.7780365603366,1361,59.60286334950912,203,Overstrain Failure
1,299.6172878324852,310.7270618185256,1335,56.64886993020216,199,Overstrain Failure
1,301.7125202936109,310.7281300734027,1380,51.37804889895919,220,Overstrain Failure
1,300.75862354987805,311.15514095134114,1337,58.81036484914653,197,Overstrain Failure
1,299.687787277922,310.4400771633116,1291,61.604579770779246,209,Overstrain Failure
1,298.8038421136078,309.49229476354503,1286,61.66922107265878,216,Overstrain Failure
1,299.23098966940114,309.42787252690977,1375,56.978361758072936,203,Overstrain Failure
1,300.62290929351127,309.97207301091584,1379,54.96203761976998,206,Overstrain Failure
1,297.81070520519285,308.6192209902077,1373,56.614842149851654,202,Overstrain Failure
1,303.7335406813496,312.8006220440489,1361,57.83976112183867,197,Overstrain Failure
1,301.0763775767466,311.1238679927333,1235,64.58139674477319,177,Overstrain Failure
1,300.29213774740725,310.11899904434097,1367,54.65908245731255,212,Overstrain Failure
1,299.71047100588186,310.1157721893381,1359,57.72081065073312,208,Overstrain Failure
0,301.7487630223255,310.98311537791693,1413,52.748763022325456,239,Overstrain Failure
1,298.6094335681233,309.60592907455,1355,53.75283215938345,212,Overstrain Failure
1,300.81208939049606,310.23692514669443,1379,56.13495422107538,205,Overstrain Failure
1,301.7323054968504,310.5818785529892,1383,50.62718217051616,229,Overstrain Failure
1,300.8393413602349,310.98688621325505,1291,61.7901597425616,194,Overstrain Failure
1,298.66375096575945,309.4062516095991,1356,52.43030614208347,228,Overstrain Failure
1,303.17835792039864,312.6559699431419,1251,59.965485662045666,205,Overstrain Failure
1,300.9645645771992,311.59134132660085,1336,56.791341326600886,196,Overstrain Failure
1,301.23543394157065,310.96456605842934,1282,62.04047540134026,185,Overstrain Failure
1,299.80949834644565,310.19709702360217,1341,59.765435868783335,190,Overstrain Failure
1,300.5357073795862,310.5091219963678,1339,59.261512156919565,203,Overstrain Failure
1,296.2949876439702,306.7081141884739,1369,54.81813890053351,215,Overstrain Failure
1,298.60946181239643,308.87027779966866,1284,61.202708349751504,216,Overstrain Failure
1,302.09300183981077,312.1171828774668,1263,63.251995093837934,210,Overstrain Failure
1,303.5136757619979,312.9905230854698,1257,58.74210650558855,211,Overstrain Failure
1,301.55989733057794,310.6953727689128,1379,51.83084820724777,216,Overstrain Failure
1,298.80085589450675,309.16718539061014,1375,56.90015561718305,203,Overstrain Failure
1,303.78562122053904,312.75708081369265,1360,58.42680319024151,195,Overstrain Failure
1,298.9537963500807,309.38399397793273,1281,63.366832299089694,191,Overstrain Failure
1,298.6343105803586,309.66862116071724,1354,53.36568941964139,211,Overstrain Failure
1,300.7034163331192,311.83167333761514,1334,57.38013931577782,193,Overstrain Failure
1,297.42922595638015,308.74670445516847,1286,61.510602033926574,198,Overstrain Failure
1,300.94409095416563,310.6592121272221,1378,51.53189388680675,229,Overstrain Failure
1,298.91545437133175,308.91181794136287,1285,60.84727267752336,212,Overstrain Failure
1,300.9702455305942,310.3221473183565,1351,58.49239284895063,207,Overstrain Failure
1,300.3429141875844,311.4313248712046,1398,51.36052889035054,220,Overstrain Failure
1,297.74910870483023,308.3225284337417,1396,57.655186460850565,199,Overstrain Failure
1,301.7686996761531,311.0457997841021,1275,64.25914854268902,182,Overstrain Failure
1,303.1096665536704,311.8107530906048,1400,52.69891346306564,209,Overstrain Failure
1,301.6393133554949,310.81572534219794,1354,57.99656677747439,195,Overstrain Failure
1,298.46835966395383,309.30362785132974,1356,54.45820168023068,213,Overstrain Failure
1,300.10411004888596,311.1792813009229,1336,57.82893879684905,193,Overstrain Failure
1,298.3431497365645,309.3143832455215,1337,56.09520558482617,205,Overstrain Failure
1,298.3893897796669,309.0566575152671,1367,53.25045080170018,221,Overstrain Failure
1,301.3091168225826,312.1476034909875,1267,59.066306349620206,202,Overstrain Failure
0,300.2665168936403,310.8251321230737,1427,50.37637418059497,234,Overstrain Failure
1,300.57583752504524,310.3727512575136,1377,56.9606700200362,203,Overstrain Failure
1,301.4566013918731,310.6522004639577,1379,53.11448724116353,213,Overstrain Failure
1,302.14994469831515,311.4593577182235,1229,67.13111865849848,184,Overstrain Failure
1,301.8677017921809,311.76661816522187,1365,58.41994179826623,204,Overstrain Failure
1,298.0422424277844,309.0188099212194,1337,57.31849034138274,206,Overstrain Failure
1,298.91768633447214,309.79017425862656,1287,61.96288474478991,215,Overstrain Failure
1,300.16230055906016,309.64321097384936,1378,54.50151735798202,206,Overstrain Failure
1,303.9931219662762,312.9034390168619,1363,62.410585561590295,200,Overstrain Failure
1,300.76584296129687,311.10988446443787,1337,58.41685922593687,199,Overstrain Failure
1,299.91988211349377,309.3922396808618,1311,63.84442041847046,190,Overstrain Failure
1,301.9631225735733,311.1780153803994,1270,65.27659701784458,182,Overstrain Failure
0,299.5347966960142,309.61097217784544,1406,55.4326016519929,226,Overstrain Failure
1,298.2760483440295,308.84912020850277,1374,56.80473606255082,203,Overstrain Failure
1,300.465426719424,311.592122569244,1398,50.96236316187202,221,Overstrain Failure
1,297.3193326987343,308.135299333671,1383,56.28823355544299,201,Overstrain Failure
1,299.5148751250428,309.68776690007996,1342,59.94429969989718,191,Overstrain Failure
1,301.76977444901246,311.04651629934165,1275,64.26398502055619,182,Overstrain Failure
1,303.8089721115256,312.99551394423725,1364,60.01663744983206,204,Overstrain Failure
1,299.70392481526034,310.59265132002923,1398,53.437244350403866,218,Overstrain Failure
1,298.20732468314685,308.9601905048719,1340,56.93407785167817,204,Overstrain Failure
1,299.11119534203584,308.542470186565,1413,52.00501987562332,222,Overstrain Failure
1,298.7697314182969,309.8934091202531,1369,53.59275827646719,225,Overstrain Failure
1,301.20500738344765,312.1079712880601,1370,60.062187038534525,210,Overstrain Failure
1,300.38096289246755,309.4807845790476,1383,52.27882313142856,223,Overstrain Failure
1,299.83699294479555,309.39512471518856,1298,64.89918115682414,211,Overstrain Failure
1,299.7258508718083,309.575510523085,1352,56.50136139489326,207,Overstrain Failure
1,301.1757574802176,312.0966131542009,1268,59.08591801761506,201,Overstrain Failure
1,299.1645299820414,309.4225913497593,1357,56.996814493211254,206,Overstrain Failure
1,298.1127144408257,308.4537015102169,1404,56.11802586121767,217,Overstrain Failure
1,296.990776124365,307.8,1386,56.46456712944487,202,Overstrain Failure
1,299.5010586581035,308.7835752965293,1383,53.44264974583205,217,Overstrain Failure
0,298.30483200971094,308.5603773416281,1405,56.04758399514454,219,Overstrain Failure
1,301.74171149286536,311.48596271473673,1368,56.21744651584796,207,Overstrain Failure
1,300.0808396427305,310.626067857062,1366,57.0512814284744,203,Overstrain Failure
1,296.9200911339685,307.8,1396,56.95936206222014,202,Overstrain Failure
1,299.03897615824906,310.38051192087545,1367,52.84508412289786,229,Overstrain Failure
1,299.1253318367126,309.16021237549603,1389,58.440318563244084,196,Overstrain Failure
1,303.07712416386465,312.23254899663755,1259,58.15061436453711,207,Overstrain Failure
1,300.5143219764913,311.0427120940348,1296,61.4909596865507,201,Overstrain Failure
1,298.28504195608025,309.2451538389609,1337,56.234622395277746,205,Overstrain Failure
1,297.5996370129886,308.20475498376726,1384,56.534918327922426,202,Overstrain Failure
1,299.2485309272609,309.9647079030145,1402,53.42548682830909,219,Overstrain Failure
1,299.6819019306935,310.2880113902648,1404,51.09083581064315,220,Overstrain Failure
1,301.4741800999611,310.96130489170883,1338,56.65809477508756,198,Overstrain Failure
0,302.72363891808044,312.32703274394345,1411,53.7745463060268,245,Overstrain Failure
1,299.7643300971599,309.31981661268895,1298,64.97317367879081,212,Overstrain Failure
1,299.0668821391012,309.8955411907266,1373,55.633117860898786,201,Overstrain Failure
1,299.04263185200426,310.0567946803702,1352,49.61530976361701,233,Overstrain Failure
1,302.5775767719583,311.59299274123697,1227,68.14674483340099,186,Overstrain Failure
0,301.80377439657644,311.0572611432117,1413,52.803774396576415,239,Overstrain Failure
1,298.0,308.2932266883921,1362,56.53584084729179,216,Overstrain Failure
1,298.4674581173115,309.16788981766325,1353,52.22973583040232,217,Overstrain Failure
1,301.066490101858,310.07437792435303,1340,56.69311817650961,204,Overstrain Failure
1,300.79601563896244,309.9159374441503,1311,65.24687518616568,192,Overstrain Failure
1,301.20672962699325,311.23655869410476,1363,56.528992350760134,198,Overstrain Failure
0,301.7430051517373,310.97535476973286,1413,52.7430051517373,239,Overstrain Failure
1,302.30061923346756,311.4004128223117,1248,66.7529929617597,184,Overstrain Failure
1,298.31554109653626,308.46499186680165,1309,61.29607405987427,190,Overstrain Failure
1,298.4409361224396,309.0782503806852,1283,63.04136330847128,193,Overstrain Failure
1,298.14903387554244,308.20064408297173,1408,54.262559617948675,218,Overstrain Failure
1,297.93940460055495,308.4340981053746,1383,56.61136603512486,202,Overstrain Failure
1,300.05438912140113,309.74116253624686,1400,55.110308400346966,204,Overstrain Failure
1,301.2506183637735,310.94938163622646,1283,62.09210243683013,185,Overstrain Failure
1,301.7572659596988,310.6276145688833,1254,60.80987072351283,192,Overstrain Failure
1,301.7103750016843,310.53447727242104,1339,56.28611363115757,203,Overstrain Failure
1,298.6062530479484,309.619013591613,1336,56.39349250428393,203,Overstrain Failure
1,300.11967435860385,310.8167254693939,1338,58.49278153935073,192,Overstrain Failure
1,300.7,311.8842796116443,1335,57.30436504862404,193,Overstrain Failure
1,300.2171437264587,310.23597469771806,1361,60.05896356787972,206,Overstrain Failure
1,298.6857208783264,308.76326907332935,1382,55.340404019337704,204,Overstrain Failure
1,299.31663752299465,309.2166375229947,1344,60.58336247700535,191,Overstrain Failure
1,302.8597506433774,312.2478005147019,1367,57.58071825366425,206,Overstrain Failure
1,303.4202016394808,312.6961613115846,1366,58.963164044052604,205,Overstrain Failure
1,300.3625854163141,310.74664821337916,1296,62.045964882866244,203,Overstrain Failure
1,298.0562362542389,308.5372270234412,1340,60.279803611970664,206,Overstrain Failure
1,301.4126315864872,310.80842105765817,1284,62.65684213919241,182,Overstrain Failure
1,299.9427088290044,309.34570007864363,1344,57.25579554617596,202,Overstrain Failure
1,301.87206899243563,311.37252156013614,1231,66.4711638570346,182,Overstrain Failure
1,299.8670061074731,309.1177012285624,1383,53.15625608980366,217,Overstrain Failure
1,301.311152587022,310.78934096534005,1272,64.86284683407165,184,Overstrain Failure
1,299.775064822069,310.56568171931036,1277,64.9627268772415,211,Overstrain Failure
1,301.1260038397906,311.5277485600785,1271,61.96788963920181,190,Overstrain Failure
1,299.1821053754379,310.308947312281,1353,49.33841830177089,237,Overstrain Failure
1,298.67193634202766,308.92855703086866,1382,56.77618567695622,202,Overstrain Failure
1,300.6347443222925,311.7119708791403,1271,60.09496272874007,195,Overstrain Failure
1,300.9396915903829,310.4547686927872,1288,62.36984579519146,183,Overstrain Failure
1,300.54198207120885,309.75114350262044,1311,64.87327804084536,191,Overstrain Failure
1,301.4736118510852,310.2822698814052,1340,56.20803694338785,204,Overstrain Failure
1,300.53730452299806,309.7423827137988,1308,65.2474609045996,197,Overstrain Failure
1,300.6127105437014,311.06242981876625,1294,61.462804118679806,199,Overstrain Failure
1,300.53867077552206,310.9453168979118,1298,61.81561034029399,200,Overstrain Failure
1,298.2680019184235,308.9360038368471,1354,53.731998081576464,208,Overstrain Failure
1,298.4505828098065,308.36186499138097,1282,60.821398743535724,216,Overstrain Failure
1,300.1970205659965,310.0970205659965,1341,59.70297943400348,198,Overstrain Failure
1,297.86820189735744,308.527280758943,1292,63.103808627269345,203,Overstrain Failure
1,300.7788913962966,310.9321946407375,1338,58.952239774076105,200,Overstrain Failure
1,298.76630955117463,309.90925005746675,1368,54.50107134647609,225,Overstrain Failure
1,299.43521097633976,309.0403284151938,1377,53.17103304831815,215,Overstrain Failure
1,298.91718095850894,309.82863493084824,1354,50.76189202314949,232,Overstrain Failure
1,301.8281961698673,311.0854641132449,1274,64.52688276440281,182,Overstrain Failure
0,298.86844884447663,308.6431844513888,1411,52.48948294815887,221,Overstrain Failure
2,297.82132881572113,308.4677252174676,1341,61.17319820087324,207,Overstrain Failure
1,300.3399148263146,309.6399148263146,1379,54.1199574131573,208,Overstrain Failure
1,299.89036288162146,309.8406424745586,1376,54.809637118378554,204,Overstrain Failure
1,303.60933426369945,312.84746741095955,1365,59.42969118379201,205,Overstrain Failure
1,299.0405920817914,309.32682115411154,1357,56.636267874302156,206,Overstrain Failure
1,298.86864558481955,308.86301102719784,1404,55.685247060847686,216,Overstrain Failure
1,300.3682953445538,310.7888519667403,1277,60.94111324437302,215,Overstrain Failure
1,298.8347549478598,309.4383022016269,1399,55.59290549246564,217,Overstrain Failure
1,300.6942034797272,309.83652208783633,1310,65.27884069594543,194,Overstrain Failure
